"hardware","algorithm","process","size (bytes)","time (s)","throughput (kB/s)","throughput (GB/s)"
mellanox,aes-256-gcm,encryption,16,3,74018.58,0.07401858
mellanox,aes-256-gcm,encryption,64,3,199425.3,0.1994253
mellanox,aes-256-gcm,encryption,256,3,325608.19,0.32560819
mellanox,aes-256-gcm,encryption,1024,3,382713.17,0.38271317
mellanox,aes-256-gcm,encryption,8192,3,405124.44,0.40512444000000003
mellanox,aes-256-gcm,encryption,16384,3,402991.79,0.40299178999999996
mellanox,aes-256-gcm,encryption,16,3,68659.88,0.06865988
mellanox,aes-256-gcm,encryption,64,3,199419.16,0.19941916
mellanox,aes-256-gcm,encryption,256,3,326593.62,0.32659362
mellanox,aes-256-gcm,encryption,1024,3,382708.39,0.38270839
mellanox,aes-256-gcm,encryption,8192,3,397494.95,0.39749495
mellanox,aes-256-gcm,encryption,16384,3,398830.25,0.39883025
mellanox,aes-256-gcm,encryption,16,3,70332.03,0.07033203
mellanox,aes-256-gcm,encryption,64,3,199415.4,0.1994154
mellanox,aes-256-gcm,encryption,256,3,326306.39,0.32630639
mellanox,aes-256-gcm,encryption,1024,3,382718.98,0.38271898
mellanox,aes-256-gcm,encryption,8192,3,405872.64,0.40587264
mellanox,aes-256-gcm,encryption,16384,3,401686.53,0.40168653000000004
mellanox,aes-256-gcm,encryption,16,3,70377.77,0.07037777
mellanox,aes-256-gcm,encryption,64,3,200206.85,0.20020685000000002
mellanox,aes-256-gcm,encryption,256,3,325623.81,0.32562381
mellanox,aes-256-gcm,encryption,1024,3,382735.02,0.38273502000000004
mellanox,aes-256-gcm,encryption,8192,3,405408.43,0.40540843
mellanox,aes-256-gcm,encryption,16384,3,404094.98,0.40409498
mellanox,aes-256-gcm,encryption,16,3,73199.0,0.073199
mellanox,aes-256-gcm,encryption,64,3,199376.87,0.19937686999999998
mellanox,aes-256-gcm,encryption,256,3,326542.42,0.32654242
mellanox,aes-256-gcm,encryption,1024,3,382703.27,0.38270327000000004
mellanox,aes-256-gcm,encryption,8192,3,405422.08,0.40542208
mellanox,aes-256-gcm,encryption,16384,3,406552.58,0.40655258
mellanox,aes-256-gcm,encryption,16,3,74479.66,0.07447966
mellanox,aes-256-gcm,encryption,64,3,199413.72,0.19941372
mellanox,aes-256-gcm,encryption,256,3,325781.59,0.32578159
mellanox,aes-256-gcm,encryption,1024,3,382733.99,0.38273398999999997
mellanox,aes-256-gcm,encryption,8192,3,405252.78,0.40525278000000003
mellanox,aes-256-gcm,encryption,16384,3,403406.85,0.40340685
mellanox,aes-256-gcm,encryption,16,3,74490.52,0.07449052
mellanox,aes-256-gcm,encryption,64,3,199419.99,0.19941999
mellanox,aes-256-gcm,encryption,256,3,326423.55,0.32642355
mellanox,aes-256-gcm,encryption,1024,3,382699.86,0.38269986
mellanox,aes-256-gcm,encryption,8192,3,402677.76,0.40267776
mellanox,aes-256-gcm,encryption,16384,3,400375.81,0.40037581
mellanox,aes-256-gcm,encryption,16,3,74485.66,0.07448566000000001
mellanox,aes-256-gcm,encryption,64,3,199440.23,0.19944023000000002
mellanox,aes-256-gcm,encryption,256,3,326176.26,0.32617626
mellanox,aes-256-gcm,encryption,1024,3,382702.93,0.38270293
mellanox,aes-256-gcm,encryption,8192,3,397265.58,0.39726558
mellanox,aes-256-gcm,encryption,16384,3,401091.24,0.40109124
mellanox,aes-256-gcm,encryption,16,3,73391.74,0.07339174000000001
mellanox,aes-256-gcm,encryption,64,3,200131.61,0.20013161
mellanox,aes-256-gcm,encryption,256,3,325961.98,0.32596198
mellanox,aes-256-gcm,encryption,1024,3,372855.47,0.37285546999999997
mellanox,aes-256-gcm,encryption,8192,3,404368.04,0.40436804
mellanox,aes-256-gcm,encryption,16384,3,396891.48,0.39689147999999996
mellanox,aes-256-gcm,encryption,16,3,73325.18,0.07332517999999999
mellanox,aes-256-gcm,encryption,64,3,199263.79,0.19926379
mellanox,aes-256-gcm,encryption,256,3,326576.38,0.32657638
mellanox,aes-256-gcm,encryption,1024,3,382654.12,0.38265412
mellanox,aes-256-gcm,encryption,8192,3,405804.37,0.40580436999999997
mellanox,aes-256-gcm,encryption,16384,3,396771.33,0.39677133000000003
mellanox,aes-256-gcm,encryption,16,3,73720.46,0.07372046
mellanox,aes-256-gcm,encryption,64,3,199416.23,0.19941623
mellanox,aes-256-gcm,encryption,256,3,326676.39,0.32667639000000004
mellanox,aes-256-gcm,encryption,1024,3,382767.1,0.38276709999999997
mellanox,aes-256-gcm,encryption,8192,3,405206.36,0.40520636
mellanox,aes-256-gcm,encryption,16384,3,406547.11,0.40654711
mellanox,aes-256-gcm,encryption,16,3,74478.77,0.07447877
mellanox,aes-256-gcm,encryption,64,3,199416.19,0.19941619
mellanox,aes-256-gcm,encryption,256,3,326429.44,0.32642944
mellanox,aes-256-gcm,encryption,1024,3,382744.58,0.38274458
mellanox,aes-256-gcm,encryption,8192,3,403871.06,0.40387106
mellanox,aes-256-gcm,encryption,16384,3,396984.32,0.39698432
mellanox,aes-256-gcm,encryption,16,3,73472.02,0.07347202
mellanox,aes-256-gcm,encryption,64,3,199425.13,0.19942513
mellanox,aes-256-gcm,encryption,256,3,326457.43,0.32645743
mellanox,aes-256-gcm,encryption,1024,3,382497.11,0.38249711
mellanox,aes-256-gcm,encryption,8192,3,404045.82,0.40404582
mellanox,aes-256-gcm,encryption,16384,3,401752.06,0.40175206
mellanox,aes-256-gcm,encryption,16,3,74492.87,0.07449286999999999
mellanox,aes-256-gcm,encryption,64,3,200216.85,0.20021685
mellanox,aes-256-gcm,encryption,256,3,326107.65,0.32610765
mellanox,aes-256-gcm,encryption,1024,3,382774.61,0.38277460999999996
mellanox,aes-256-gcm,encryption,8192,3,405012.48,0.40501248
mellanox,aes-256-gcm,encryption,16384,3,406814.72,0.40681471999999996
mellanox,aes-256-gcm,encryption,16,3,73528.0,0.073528
mellanox,aes-256-gcm,encryption,64,3,200012.46,0.20001246
mellanox,aes-256-gcm,encryption,256,3,326373.97,0.32637396999999996
mellanox,aes-256-gcm,encryption,1024,3,382694.74,0.38269474
mellanox,aes-256-gcm,encryption,8192,3,405195.43,0.40519542999999997
mellanox,aes-256-gcm,encryption,16384,3,401195.01,0.40119501
mellanox,aes-256-gcm,encryption,16,3,73497.16,0.07349716
mellanox,aes-256-gcm,encryption,64,3,200179.07,0.20017907000000001
mellanox,aes-256-gcm,encryption,256,3,326611.2,0.3266112
mellanox,aes-256-gcm,encryption,1024,3,382697.13,0.38269713
mellanox,aes-256-gcm,encryption,8192,3,405307.39,0.40530739
mellanox,aes-256-gcm,encryption,16384,3,402948.1,0.4029481
mellanox,aes-256-gcm,encryption,16,3,73153.49,0.07315349
mellanox,aes-256-gcm,encryption,64,3,200210.79,0.20021079
mellanox,aes-256-gcm,encryption,256,3,326707.8,0.3267078
mellanox,aes-256-gcm,encryption,1024,3,382722.39,0.38272239
mellanox,aes-256-gcm,encryption,8192,3,399635.8,0.3996358
mellanox,aes-256-gcm,encryption,16384,3,401549.99,0.40154998999999997
mellanox,aes-256-gcm,encryption,16,3,74490.93,0.07449093
mellanox,aes-256-gcm,encryption,64,3,199422.12,0.19942212
mellanox,aes-256-gcm,encryption,256,3,325767.68,0.32576768
mellanox,aes-256-gcm,encryption,1024,3,382449.66,0.38244965999999997
mellanox,aes-256-gcm,encryption,8192,3,403346.77,0.40334677
mellanox,aes-256-gcm,encryption,16384,3,406323.2,0.4063232
mellanox,aes-256-gcm,encryption,16,3,74485.76,0.07448576
mellanox,aes-256-gcm,encryption,64,3,199416.19,0.19941619
mellanox,aes-256-gcm,encryption,256,3,325417.56,0.32541756
mellanox,aes-256-gcm,encryption,1024,3,382770.18,0.38277018
mellanox,aes-256-gcm,encryption,8192,3,399040.51,0.39904051
mellanox,aes-256-gcm,encryption,16384,3,399949.82,0.39994982
mellanox,aes-256-gcm,encryption,16,3,73250.36,0.07325036
mellanox,aes-256-gcm,encryption,64,3,199244.05,0.19924404999999998
mellanox,aes-256-gcm,encryption,256,3,326310.66,0.32631066
mellanox,aes-256-gcm,encryption,1024,3,382705.66,0.38270565999999995
mellanox,aes-256-gcm,encryption,8192,3,405716.99,0.40571699
mellanox,aes-256-gcm,encryption,16384,3,396558.34,0.39655834
mellanox,aes-256-cbc,encryption,16,3,140122.06,0.14012206
mellanox,aes-256-cbc,encryption,64,3,293404.57,0.29340457000000003
mellanox,aes-256-cbc,encryption,256,3,400444.07,0.40044407
mellanox,aes-256-cbc,encryption,1024,3,435845.8,0.4358458
mellanox,aes-256-cbc,encryption,8192,3,453162.33,0.45316233
mellanox,aes-256-cbc,encryption,16384,3,452203.86,0.45220386
mellanox,aes-256-cbc,encryption,16,3,140235.52,0.14023552
mellanox,aes-256-cbc,encryption,64,3,293396.65,0.29339665000000004
mellanox,aes-256-cbc,encryption,256,3,400382.12,0.40038212
mellanox,aes-256-cbc,encryption,1024,3,435422.55,0.43542254999999996
mellanox,aes-256-cbc,encryption,8192,3,451695.96,0.45169596
mellanox,aes-256-cbc,encryption,16384,3,452362.24,0.45236223999999997
mellanox,aes-256-cbc,encryption,16,3,140234.49,0.14023449
mellanox,aes-256-cbc,encryption,64,3,293429.4,0.2934294
mellanox,aes-256-cbc,encryption,256,3,400407.81,0.40040781
mellanox,aes-256-cbc,encryption,1024,3,435107.5,0.4351075
mellanox,aes-256-cbc,encryption,8192,3,451406.51,0.45140651
mellanox,aes-256-cbc,encryption,16384,3,450669.23,0.45066923
mellanox,aes-256-cbc,encryption,16,3,140254.25,0.14025425
mellanox,aes-256-cbc,encryption,64,3,293419.67,0.29341966999999997
mellanox,aes-256-cbc,encryption,256,3,400105.64,0.40010564000000004
mellanox,aes-256-cbc,encryption,1024,3,435428.35,0.43542834999999996
mellanox,aes-256-cbc,encryption,8192,3,453121.37,0.45312136999999997
mellanox,aes-256-cbc,encryption,16384,3,454322.86,0.45432286
mellanox,aes-256-cbc,encryption,16,3,140701.53,0.14070153
mellanox,aes-256-cbc,encryption,64,3,293155.93,0.29315593
mellanox,aes-256-cbc,encryption,256,3,400421.21,0.40042121
mellanox,aes-256-cbc,encryption,1024,3,435412.99,0.43541299
mellanox,aes-256-cbc,encryption,8192,3,451002.37,0.45100237
mellanox,aes-256-cbc,encryption,16384,3,451226.28,0.45122628000000004
mellanox,aes-256-cbc,encryption,16,3,140168.55,0.14016854999999998
mellanox,aes-256-cbc,encryption,64,3,293404.05,0.29340404999999997
mellanox,aes-256-cbc,encryption,256,3,400401.58,0.40040158000000003
mellanox,aes-256-cbc,encryption,1024,3,435910.31,0.43591031
mellanox,aes-256-cbc,encryption,8192,3,453118.63,0.45311863
mellanox,aes-256-cbc,encryption,16384,3,450898.6,0.4508986
mellanox,aes-256-cbc,encryption,16,3,140238.35,0.14023835
mellanox,aes-256-cbc,encryption,64,3,293433.75,0.29343375
mellanox,aes-256-cbc,encryption,256,3,400415.91,0.40041591
mellanox,aes-256-cbc,encryption,1024,3,435426.99,0.43542699
mellanox,aes-256-cbc,encryption,8192,3,451480.23,0.45148023
mellanox,aes-256-cbc,encryption,16384,3,451723.26,0.45172326
mellanox,aes-256-cbc,encryption,16,3,140269.02,0.14026902
mellanox,aes-256-cbc,encryption,64,3,293397.76,0.29339776
mellanox,aes-256-cbc,encryption,256,3,400441.94,0.40044194
mellanox,aes-256-cbc,encryption,1024,3,435080.19,0.43508019
mellanox,aes-256-cbc,encryption,8192,3,450740.22,0.45074021999999997
mellanox,aes-256-cbc,encryption,16384,3,453798.57,0.45379857
mellanox,aes-256-cbc,encryption,16,3,140228.9,0.1402289
mellanox,aes-256-cbc,encryption,64,3,293378.2,0.29337820000000003
mellanox,aes-256-cbc,encryption,256,3,400009.3,0.4000093
mellanox,aes-256-cbc,encryption,1024,3,435424.26,0.43542426
mellanox,aes-256-cbc,encryption,8192,3,452067.33,0.45206733
mellanox,aes-256-cbc,encryption,16384,3,454481.24,0.45448124
mellanox,aes-256-cbc,encryption,16,3,140267.69,0.14026769
mellanox,aes-256-cbc,encryption,64,3,293183.27,0.29318327
mellanox,aes-256-cbc,encryption,256,3,400410.54,0.40041054
mellanox,aes-256-cbc,encryption,1024,3,435875.84,0.43587584
mellanox,aes-256-cbc,encryption,8192,3,453222.4,0.4532224
mellanox,aes-256-cbc,encryption,16384,3,453776.73,0.45377672999999996
mellanox,aes-256-cbc,encryption,16,3,140155.96,0.14015596
mellanox,aes-256-cbc,encryption,64,3,293372.8,0.2933728
mellanox,aes-256-cbc,encryption,256,3,400401.58,0.40040158000000003
mellanox,aes-256-cbc,encryption,1024,3,435432.11,0.43543211
mellanox,aes-256-cbc,encryption,8192,3,453126.83,0.45312683000000004
mellanox,aes-256-cbc,encryption,16384,3,449942.87,0.44994287
mellanox,aes-256-cbc,encryption,16,3,140211.77,0.14021176999999999
mellanox,aes-256-cbc,encryption,64,3,226913.81,0.22691381
mellanox,aes-256-cbc,encryption,256,3,400394.75,0.40039475
mellanox,aes-256-cbc,encryption,1024,3,435457.37,0.43545737
mellanox,aes-256-cbc,encryption,8192,3,452851.03,0.45285103000000004
mellanox,aes-256-cbc,encryption,16384,3,451832.49,0.45183249
mellanox,aes-256-cbc,encryption,16,3,140268.09,0.14026808999999998
mellanox,aes-256-cbc,encryption,64,3,267290.92,0.26729092
mellanox,aes-256-cbc,encryption,256,3,400410.28,0.40041028
mellanox,aes-256-cbc,encryption,1024,3,435605.16,0.43560516
mellanox,aes-256-cbc,encryption,8192,3,452449.62,0.45244962
mellanox,aes-256-cbc,encryption,16384,3,452471.47,0.45247147
mellanox,aes-256-cbc,encryption,16,3,140230.12,0.14023011999999999
mellanox,aes-256-cbc,encryption,64,3,293399.45,0.29339945
mellanox,aes-256-cbc,encryption,256,3,400153.09,0.40015309000000004
mellanox,aes-256-cbc,encryption,1024,3,435435.86,0.43543586
mellanox,aes-256-cbc,encryption,8192,3,453107.71,0.45310771
mellanox,aes-256-cbc,encryption,16384,3,452973.91,0.45297391
mellanox,aes-256-cbc,encryption,16,3,140264.42,0.14026442
mellanox,aes-256-cbc,encryption,64,3,293204.8,0.2932048
mellanox,aes-256-cbc,encryption,256,3,400446.21,0.40044621
mellanox,aes-256-cbc,encryption,1024,3,435390.81,0.43539081
mellanox,aes-256-cbc,encryption,8192,3,453222.4,0.4532224
mellanox,aes-256-cbc,encryption,16384,3,450549.08,0.45054908
mellanox,aes-256-cbc,encryption,16,3,140122.49,0.14012249
mellanox,aes-256-cbc,encryption,64,3,293400.28,0.29340028
mellanox,aes-256-cbc,encryption,256,3,400441.17,0.40044116999999996
mellanox,aes-256-cbc,encryption,1024,3,435431.42,0.43543141999999996
mellanox,aes-256-cbc,encryption,8192,3,451892.57,0.45189257
mellanox,aes-256-cbc,encryption,16384,3,450800.3,0.4508003
mellanox,aes-256-cbc,encryption,16,3,140233.33,0.14023333
mellanox,aes-256-cbc,encryption,64,3,293421.21,0.29342121000000004
mellanox,aes-256-cbc,encryption,256,3,400396.46,0.40039646
mellanox,aes-256-cbc,encryption,1024,3,435423.91,0.43542390999999997
mellanox,aes-256-cbc,encryption,8192,3,451316.39,0.45131639
mellanox,aes-256-cbc,encryption,16384,3,451586.73,0.45158673
mellanox,aes-256-cbc,encryption,16,3,140233.02,0.14023301999999999
mellanox,aes-256-cbc,encryption,64,3,293423.4,0.2934234
mellanox,aes-256-cbc,encryption,256,3,400412.84,0.40041284000000005
mellanox,aes-256-cbc,encryption,1024,3,435082.92,0.43508292
mellanox,aes-256-cbc,encryption,8192,3,453145.94,0.45314594
mellanox,aes-256-cbc,encryption,16384,3,452247.55,0.45224755
mellanox,aes-256-cbc,encryption,16,3,140227.01,0.14022701
mellanox,aes-256-cbc,encryption,64,3,293390.06,0.29339006
mellanox,aes-256-cbc,encryption,256,3,400135.77,0.40013577
mellanox,aes-256-cbc,encryption,1024,3,435401.05,0.43540105
mellanox,aes-256-cbc,encryption,8192,3,451772.42,0.45177242
mellanox,aes-256-cbc,encryption,16384,3,454388.39,0.45438839000000003
mellanox,aes-256-cbc,encryption,16,3,140234.5,0.1402345
mellanox,aes-256-cbc,encryption,64,3,293194.5,0.2931945
mellanox,aes-256-cbc,encryption,256,3,400409.6,0.4004096
mellanox,aes-256-cbc,encryption,1024,3,435437.91,0.43543791
mellanox,aes-256-cbc,encryption,8192,3,453094.06,0.45309406
mellanox,aes-256-cbc,encryption,16384,3,453924.18,0.45392418
mellanox,chacha20-poly1305,encryption,16,3,39482.27,0.03948227
mellanox,chacha20-poly1305,encryption,64,3,63810.73,0.06381073000000001
mellanox,chacha20-poly1305,encryption,256,3,117840.64,0.11784064
mellanox,chacha20-poly1305,encryption,1024,3,136357.21,0.13635720999999998
mellanox,chacha20-poly1305,encryption,8192,3,141609.64,0.14160964
mellanox,chacha20-poly1305,encryption,16384,3,140423.4,0.1404234
mellanox,chacha20-poly1305,encryption,16,3,39511.54,0.03951154
mellanox,chacha20-poly1305,encryption,64,3,63803.24,0.06380324
mellanox,chacha20-poly1305,encryption,256,3,117816.15,0.11781615
mellanox,chacha20-poly1305,encryption,1024,3,137156.61,0.13715660999999998
mellanox,chacha20-poly1305,encryption,8192,3,141197.31,0.14119731
mellanox,chacha20-poly1305,encryption,16384,3,141879.98,0.14187998000000002
mellanox,chacha20-poly1305,encryption,16,3,39509.25,0.03950925
mellanox,chacha20-poly1305,encryption,64,3,62866.69,0.06286669
mellanox,chacha20-poly1305,encryption,256,3,117833.73,0.11783373
mellanox,chacha20-poly1305,encryption,1024,3,137037.82,0.13703782
mellanox,chacha20-poly1305,encryption,8192,3,141372.07,0.14137207000000002
mellanox,chacha20-poly1305,encryption,16384,3,141874.52,0.14187451999999998
mellanox,chacha20-poly1305,encryption,16,3,38508.66,0.03850866
mellanox,chacha20-poly1305,encryption,64,3,63805.5,0.0638055
mellanox,chacha20-poly1305,encryption,256,3,117770.5,0.1177705
mellanox,chacha20-poly1305,encryption,1024,3,136880.13,0.13688013000000002
mellanox,chacha20-poly1305,encryption,8192,3,139859.29,0.13985929
mellanox,chacha20-poly1305,encryption,16384,3,140596.57,0.14059657
mellanox,chacha20-poly1305,encryption,16,3,39509.98,0.03950998
mellanox,chacha20-poly1305,encryption,64,3,63772.44,0.06377244
mellanox,chacha20-poly1305,encryption,256,3,117820.33,0.11782033
mellanox,chacha20-poly1305,encryption,1024,3,136554.84,0.13655483999999998
mellanox,chacha20-poly1305,encryption,8192,3,141230.08,0.14123007999999998
mellanox,chacha20-poly1305,encryption,16384,3,141126.31,0.14112631
mellanox,chacha20-poly1305,encryption,16,3,39481.54,0.03948154
mellanox,chacha20-poly1305,encryption,64,3,63814.34,0.06381434
mellanox,chacha20-poly1305,encryption,256,3,117817.86,0.11781786
mellanox,chacha20-poly1305,encryption,1024,3,137134.76,0.13713476000000002
mellanox,chacha20-poly1305,encryption,8192,3,141224.62,0.14122462
mellanox,chacha20-poly1305,encryption,16384,3,140432.73,0.14043273
mellanox,chacha20-poly1305,encryption,16,3,39509.46,0.039509459999999996
mellanox,chacha20-poly1305,encryption,64,3,63817.05,0.06381705
mellanox,chacha20-poly1305,encryption,256,3,117816.58,0.11781658
mellanox,chacha20-poly1305,encryption,1024,3,137134.76,0.13713476000000002
mellanox,chacha20-poly1305,encryption,8192,3,141601.45,0.14160145000000002
mellanox,chacha20-poly1305,encryption,16384,3,141776.21,0.14177620999999999
mellanox,chacha20-poly1305,encryption,16,3,39510.34,0.03951034
mellanox,chacha20-poly1305,encryption,64,3,63817.88,0.06381788
mellanox,chacha20-poly1305,encryption,256,3,117817.69,0.11781769
mellanox,chacha20-poly1305,encryption,1024,3,137125.55,0.13712554999999998
mellanox,chacha20-poly1305,encryption,8192,3,141052.59,0.14105259
mellanox,chacha20-poly1305,encryption,16384,3,140754.94,0.14075494
mellanox,chacha20-poly1305,encryption,16,3,39510.79,0.039510790000000004
mellanox,chacha20-poly1305,encryption,64,3,63816.81,0.06381681
mellanox,chacha20-poly1305,encryption,256,3,117821.87,0.11782187
mellanox,chacha20-poly1305,encryption,1024,3,136919.04,0.13691904000000002
mellanox,chacha20-poly1305,encryption,8192,3,141555.03,0.14155503
mellanox,chacha20-poly1305,encryption,16384,3,141038.93,0.14103893
mellanox,chacha20-poly1305,encryption,16,3,39510.49,0.039510489999999995
mellanox,chacha20-poly1305,encryption,64,3,63817.11,0.06381711
mellanox,chacha20-poly1305,encryption,256,3,117833.64,0.11783364
mellanox,chacha20-poly1305,encryption,1024,3,136390.31,0.13639031
mellanox,chacha20-poly1305,encryption,8192,3,141331.11,0.14133110999999998
mellanox,chacha20-poly1305,encryption,16384,3,141869.06,0.14186906
mellanox,chacha20-poly1305,encryption,16,3,39508.42,0.039508419999999995
mellanox,chacha20-poly1305,encryption,64,3,63812.97,0.06381297
mellanox,chacha20-poly1305,encryption,256,3,117833.3,0.1178333
mellanox,chacha20-poly1305,encryption,1024,3,137144.66,0.13714466
mellanox,chacha20-poly1305,encryption,8192,3,141601.45,0.14160145000000002
mellanox,chacha20-poly1305,encryption,16384,3,141650.6,0.14165060000000002
mellanox,chacha20-poly1305,encryption,16,3,39510.62,0.03951062
mellanox,chacha20-poly1305,encryption,64,3,63817.79,0.06381779
mellanox,chacha20-poly1305,encryption,256,3,117822.46,0.11782246
mellanox,chacha20-poly1305,encryption,1024,3,137151.83,0.13715182999999997
mellanox,chacha20-poly1305,encryption,8192,3,140389.03,0.14038903
mellanox,chacha20-poly1305,encryption,16384,3,140552.87,0.14055287
mellanox,chacha20-poly1305,encryption,16,3,39510.34,0.03951034
mellanox,chacha20-poly1305,encryption,64,3,63815.66,0.06381566000000001
mellanox,chacha20-poly1305,encryption,256,3,117826.56,0.11782656
mellanox,chacha20-poly1305,encryption,1024,3,137152.51,0.13715251
mellanox,chacha20-poly1305,encryption,8192,3,141617.83,0.14161783
mellanox,chacha20-poly1305,encryption,16384,3,141317.46,0.14131745999999998
mellanox,chacha20-poly1305,encryption,16,3,39508.51,0.039508510000000004
mellanox,chacha20-poly1305,encryption,64,3,63816.77,0.06381677
mellanox,chacha20-poly1305,encryption,256,3,117845.42,0.11784541999999999
mellanox,chacha20-poly1305,encryption,1024,3,137138.86,0.13713885999999997
mellanox,chacha20-poly1305,encryption,8192,3,141361.15,0.14136115
mellanox,chacha20-poly1305,encryption,16384,3,140787.71,0.14078770999999998
mellanox,chacha20-poly1305,encryption,16,3,39511.45,0.03951145
mellanox,chacha20-poly1305,encryption,64,3,63818.54,0.06381854
mellanox,chacha20-poly1305,encryption,256,3,117809.15,0.11780914999999999
mellanox,chacha20-poly1305,encryption,1024,3,137123.5,0.1371235
mellanox,chacha20-poly1305,encryption,8192,3,141604.18,0.14160418
mellanox,chacha20-poly1305,encryption,16384,3,141814.44,0.14181444
mellanox,chacha20-poly1305,encryption,16,3,39512.47,0.03951247
mellanox,chacha20-poly1305,encryption,64,3,63810.52,0.06381052
mellanox,chacha20-poly1305,encryption,256,3,117837.91,0.11783791
mellanox,chacha20-poly1305,encryption,1024,3,137152.85,0.13715285
mellanox,chacha20-poly1305,encryption,8192,3,141609.64,0.14160964
mellanox,chacha20-poly1305,encryption,16384,3,141049.86,0.14104986
mellanox,chacha20-poly1305,encryption,16,3,39509.15,0.03950915
mellanox,chacha20-poly1305,encryption,64,3,63813.95,0.06381395
mellanox,chacha20-poly1305,encryption,256,3,117812.74,0.11781274
mellanox,chacha20-poly1305,encryption,1024,3,137137.15,0.13713714999999999
mellanox,chacha20-poly1305,encryption,8192,3,141590.53,0.14159053
mellanox,chacha20-poly1305,encryption,16384,3,141650.6,0.14165060000000002
mellanox,chacha20-poly1305,encryption,16,3,39515.3,0.0395153
mellanox,chacha20-poly1305,encryption,64,3,63820.48,0.06382048
mellanox,chacha20-poly1305,encryption,256,3,117830.66,0.11783066
mellanox,chacha20-poly1305,encryption,1024,3,136913.24,0.13691324
mellanox,chacha20-poly1305,encryption,8192,3,141560.49,0.14156048999999998
mellanox,chacha20-poly1305,encryption,16384,3,141284.69,0.14128469
mellanox,chacha20-poly1305,encryption,16,3,39516.18,0.03951618
mellanox,chacha20-poly1305,encryption,64,3,63821.33,0.06382133
mellanox,chacha20-poly1305,encryption,256,3,117832.62,0.11783262
mellanox,chacha20-poly1305,encryption,1024,3,137155.58,0.13715558
mellanox,chacha20-poly1305,encryption,8192,3,141216.43,0.14121643
mellanox,chacha20-poly1305,encryption,16384,3,141279.23,0.14127923
mellanox,chacha20-poly1305,encryption,16,3,39504.23,0.03950423
mellanox,chacha20-poly1305,encryption,64,3,63818.62,0.06381862
mellanox,chacha20-poly1305,encryption,256,3,117830.4,0.11783039999999999
mellanox,chacha20-poly1305,encryption,1024,3,137154.22,0.13715422
mellanox,chacha20-poly1305,encryption,8192,3,141601.45,0.14160145000000002
mellanox,chacha20-poly1305,encryption,16384,3,141798.06,0.14179806
mellanox,aes-256-gcm,decryption,16,3,72822.35,0.07282235000000001
mellanox,aes-256-gcm,decryption,64,3,197452.97,0.19745297
mellanox,aes-256-gcm,decryption,256,3,323592.87,0.32359287
mellanox,aes-256-gcm,decryption,1024,3,384482.99,0.38448298999999997
mellanox,aes-256-gcm,decryption,8192,3,403385.0,0.403385
mellanox,aes-256-gcm,decryption,16384,3,405334.7,0.4053347
mellanox,aes-256-gcm,decryption,16,3,72517.18,0.07251717999999999
mellanox,aes-256-gcm,decryption,64,3,197416.83,0.19741683
mellanox,aes-256-gcm,decryption,256,3,323589.46,0.32358946
mellanox,aes-256-gcm,decryption,1024,3,384438.95,0.38443895
mellanox,aes-256-gcm,decryption,8192,3,404630.19,0.40463019
mellanox,aes-256-gcm,decryption,16384,3,403903.83,0.40390383
mellanox,aes-256-gcm,decryption,16,3,72817.77,0.07281777
mellanox,aes-256-gcm,decryption,64,3,197467.61,0.19746761
mellanox,aes-256-gcm,decryption,256,3,323581.95,0.32358195
mellanox,aes-256-gcm,decryption,1024,3,384417.11,0.38441711
mellanox,aes-256-gcm,decryption,8192,3,404135.94,0.40413594
mellanox,aes-256-gcm,decryption,16384,3,404843.18,0.40484317999999997
mellanox,aes-256-gcm,decryption,16,3,72795.22,0.07279522000000001
mellanox,aes-256-gcm,decryption,64,3,197446.36,0.19744636
mellanox,aes-256-gcm,decryption,256,3,323556.1,0.32355609999999996
mellanox,aes-256-gcm,decryption,1024,3,384426.67,0.38442666999999997
mellanox,aes-256-gcm,decryption,8192,3,402401.96,0.40240196
mellanox,aes-256-gcm,decryption,16384,3,405083.48,0.40508348
mellanox,aes-256-gcm,decryption,16,3,72808.5,0.0728085
mellanox,aes-256-gcm,decryption,64,3,197260.16,0.19726016
mellanox,aes-256-gcm,decryption,256,3,323579.56,0.32357956
mellanox,aes-256-gcm,decryption,1024,3,384478.89,0.38447889
mellanox,aes-256-gcm,decryption,8192,3,404193.28,0.40419328000000004
mellanox,aes-256-gcm,decryption,16384,3,404957.87,0.40495787
mellanox,aes-256-gcm,decryption,16,3,72836.6,0.0728366
mellanox,aes-256-gcm,decryption,64,3,197150.46,0.19715046
mellanox,aes-256-gcm,decryption,256,3,323567.62,0.32356762
mellanox,aes-256-gcm,decryption,1024,3,384446.81,0.38444680999999997
mellanox,aes-256-gcm,decryption,8192,3,401899.52,0.40189952
mellanox,aes-256-gcm,decryption,16384,3,402412.89,0.40241289
mellanox,aes-256-gcm,decryption,16,3,72701.87,0.07270187
mellanox,aes-256-gcm,decryption,64,3,197241.34,0.19724134
mellanox,aes-256-gcm,decryption,256,3,323495.51,0.32349551
mellanox,aes-256-gcm,decryption,1024,3,384458.41,0.38445841
mellanox,aes-256-gcm,decryption,8192,3,404594.69,0.40459469
mellanox,aes-256-gcm,decryption,16384,3,405525.85,0.40552584999999997
mellanox,aes-256-gcm,decryption,16,3,72784.89,0.07278489
